text,labels
Coronavirus is activated by the flu vaccine.,1
Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.,1
Water vapor inactivates COVID-19.,1
Bill Gates uses COVID-19 to implement the ID2020 chip and monitor the world.,1
China declares nuclear war on America.,1
Germany refused to take any help from China.,1
Universal Church of the Kingdom of God is selling 500 Brazilian “blessed” hand-sanitizer bottles.,1
A newspaper article claiming that “17 Regions had no new cases of coronavirus” in Italy.,1
Video with the claim that members of Brazilian Parliament broke into a hospital and found it had no coronavirus patients.,1
A large Muslim crowd in the indian city of Haldwani stone pelted doctors when they tried to quarantine the Imam.,1
"An old man infected 300 people with coronavirus in Jaipur, India through tobacco smoke.",1
Video of American Muslims praying up the road in the middle of the coronavirus pandemic.,1
A vaccine for coronavirus has been found.,1
An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.,1
"Hit-run deaths are counted as COVID-19 deaths in São Paulo, Brazil.",1
Foo Fighters frontman Dave Grohl was diagnosed with COVID-19.,1
COVID-19 patients in Gujarat are being segregated on the basis of religion at Ahmedabad Civil Hospital.,1
Indian actor Shah Rukh Khan donated money to Pakistan to fight coronavirus and did not help India at all.,1
"Dr. Deborah Birx, the coordinator of the coronavirus Reponse team in the Trump administration revealed the lack of coronavirus testing was because it was not profitable for private labs.",1
Images of families breaching the safety distances related to the coronavirus this April 26 in Spain.,1
Jorge Luis Sonnante published a 16-minute video that went viral on networks.,1
"In the video, Sonnante (who describes himself as a “deacon”, but gives falsified evidence of this charge) mixes several conspiracy theories, some meaningless, others already denied, about the pandemic caused by the SARS coronavirus -CoV-2.",1
An image of Indian Home Minister Amit Shah visiting COVID-19 patients.,1
"Muslims are throwing currency notes on roads to spread coronavirus in Indore, a city in India.",1
Donald Trump’s claim that the USA had more testing than all other countries combined.,1
Former French health minister prevented the use of chloroquine to heal dying people of COVID-19 to harm infectologist Didier Raoult.,1
Tamil Nadu government approves Thanikasalam Siddha Medicine for treatment of COVID-19.,1
"Lemon, aspirins and honey is the recipe against COVID-19.",1
"Brazilian new Minister of Health, Nelson Teich, is investigating COVID-19 statistics for alleged fraud.",1
"Because of that, the number of cases and deaths have been falling in Brazil on the week of April 24.",1
WhatsApp message suggests holding your breath for 10 seconds and drinking water every 15 minutes will fight the coronavirus..,1
A message asking people to not get out of their homes tonight from 10pm to next day 5am because the government has made arrangements to spray medicine in the air in order to kill the novel coronavirus.,1
"In Colombia, “First Child registered as Yair coronavirus Mosquera.”",1
"As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week.",1
Images of money thrown on streets by helpless Italians.,1
"The COVID-19 death tool in São Paulo (Brazil) has been reviewed, from 201 confirmed cases to only 26.",1
Supreme Court of India has banned everyone except the Government to share any message about the coronavirus.,1
"A photo from the funeral of a recently deceased Sri Lankan politician, Arumugam Thondaman, has been shared thousands of times in multiple Facebook posts.",1
The posts claim the image shows one of Thondaman’s daughters violated Sri Lanka’s mandatory coronavirus quarantine policy for travelers by attending the ceremony shortly after returning to the country from overseas.,1
The Gates Foundation was the real agent behind the pandemic.,1
There are plenty of mortuary bags in Lenox Hills Hospital in NY.,1
Spanish singer Miguel Bosé accused Gates Foundation to be expelled from India for their vaccines.,1
"Garlic water prevents the novel coronavirus, according to a Chinese doctor.",1
"BCG (Bacillus Calmette-Guérin) vaccine, which is used to prevent tuberculosis, also serves to mitigate the damage caused by COVID-19.",1
"A painting depicting children in face masks was created as a mural for the Denver airport in 1994, proving the COVID-19 pandemic was planned.",1
"In Brazil, people driving without masks will be given traffic tickets.",1
"In Costa Rica, the Red Cross and Walmart are giving out emergency funds for COVID-19.",1
A monkey is been infected with the coronavirus in this photo.,1
Fennel tea can cure the coronavirus.,1
Cigarette smoke spreads the coronavirus.,1
Prince Charles’ recovery from COVID-19 is suspicious; it is proof that a vaccine already exists.,1
The video shows Italians praying to get rid of the coronavirus.,1
"If you forward a WhatsApp message to 13 people, Rs.400 will be credited as balance under smart city scheme.",1
"A viral video showcasing an emergency treatment of a COVID-19 patient in Maharashtra, an Indian State.",1
The video is shared in the names of different cities of Maharashtra.,1
"Charles Lieber, Harvard university professor, has been arrested for “creating and selling” the new coronavirus to China.",1
The superintendency of insurance approved a 30% discount on car insurances in Argentina.,1
"A WhatsApp chain claims that drinking coffee helps fight the coronavirus because it contains the compounds Methylxanthine, Theobromine and Theophylline.",1
Bleach and chlorine can be used to prevent the coronavirus.,1
"Military men run on a beach in Rio de Janeiro, disrespecting governor Wilson Witzel’s isolation measures.",1
“Tokyo Olympic Games 2020 will be canceled because of coronavirus.”,1
Police has “free entry in houses and buildings” in Malaga to identify possible coronavirus infections.,1
"A video showing two men claiming that they were forced to change their mother’s death certificate from heart failure to COVID-19 in Guarulhos, state of São Paulo, Brazil.",1
Posts claim fraud in statistics,1
A video showing people in hospital beds on a street has been viewed thousands of times on Facebook alongside a claim it shows coronavirus patients who were moved outside a hospital in Pakistan because of an overflow of patients.,1
"In December 2019, Italian politician Beppe Grillo wore a protective mask in public.",1
Some people said that he did that because the Chinese Embassy had warned him about coronavirus.,1
"Video shows a doctor claiming that If you can hold your breath for 10 sec without discomfort, you don’t have coronavirus.",1
Maharashtra Legislative Assembly member Jitendra Awhad tested positive with coronavirus.,1
Gargling with bleach can cure coronavirus caused by eating Chinese food.,1
A letter from Kenya’s Ministry of Interior planning for food distribution and stating that the country would go into a three-week lockdown.,1
The vaccine against COVID-19 is finally ready.,1
"A video has been viewed thousands of times in multiple posts on Facebook, Twitter and YouTube which claim it shows Chinese police arresting people infected with the novel coronavirus.",1
"A video shows that the United States armed forces have entered New York City as the precaution against riots, which once happened during the blackout in 1977.",1
